#item+conceptum+numerordinatio,#item+conceptum+codicem,#status+conceptum+definitionem,#status+conceptum+codicem,#item+rem+i_mul+is_zyyy,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_eng+is_latn+ix_signum,#item+rem+i_eng+is_latn+ix_completum,#item+rem+i_eng+is_latn+ix_definitionem,#item+rem+i_qcc+is_zxxx+ix_codexfacto,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_ara+is_arab,#item+rem+i_hye+is_armn,#item+rem+i_ben+is_beng,#item+rem+i_rus+is_cyrl,#item+rem+i_hin+is_deva,#item+rem+i_xmf+is_geor,#item+rem+i_grc+is_grek,#item+rem+i_kan+is_knda,#item+rem+i_kor+is_hang,#item+rem+i_lzh+is_hant,#item+rem+i_heb+is_hebr,#item+rem+i_lat+is_latn,#item+rem+i_mni+is_mtei,#item+rem+i_mnw+is_mymr,#item+rem+i_nqo+is_nkoo,#item+rem+i_sat+is_olck,#item+rem+i_tam+is_taml,#item+rem+i_tel+is_telu,#item+rem+i_tha+is_thai,#item+rem+i_san+is_zyyy,#item+rem+i_zho+is_zyyy,#item+rem+i_por+is_latn,#item+rem+i_eng+is_latn,#item+rem+i_fra+is_latn,#item+rem+i_nld+is_latn,#item+rem+i_deu+is_latn,#item+rem+i_spa+is_latn,#item+rem+i_ita+is_latn,#item+rem+i_gle+is_latn,#item+rem+i_swe+is_latn,#item+rem+i_ceb+is_latn,#item+rem+i_sqi+is_latn,#item+rem+i_pol+is_latn,#item+rem+i_fin+is_latn,#item+rem+i_ron+is_latn,#item+rem+i_vie+is_latn,#item+rem+i_cat+is_latn,#item+rem+i_ukr+is_cyrl,#item+rem+i_bul+is_cyrl,#item+rem+i_slv+is_latn,#item+rem+i_war+is_latn,#item+rem+i_nob+is_latn,#item+rem+i_ces+is_latn,#item+rem+i_dan+is_latn,#item+rem+i_jpn+is_jpan,#item+rem+i_nno+is_latn,#item+rem+i_mal+is_mlym,#item+rem+i_ind+is_latn,#item+rem+i_fas+is_zyyy,#item+rem+i_hun+is_latn,#item+rem+i_eus+is_latn,#item+rem+i_cym+is_latn,#item+rem+i_glg+is_latn,#item+rem+i_slk+is_latn,#item+rem+i_epo+is_latn,#item+rem+i_msa+is_zyyy,#item+rem+i_est+is_latn,#item+rem+i_hrv+is_latn,#item+rem+i_tur+is_latn,#item+rem+i_nds+is_latn,#item+rem+i_oci+is_latn,#item+rem+i_zho+is_hans,#item+rem+i_bre+is_latn,#item+rem+i_arz+is_latn,#item+rem+i_afr+is_latn,#item+rem+i_ltz+is_latn,#item+rem+i_sco+is_latn,#item+rem+i_bar+is_latn,#item+rem+i_arg+is_latn,#item+rem+i_zho+is_hant,#item+rem+i_pap+is_latn,#item+rem+i_cos+is_latn,#item+rem+i_gsw+is_latn,#item+rem+i_isl+is_latn,#item+rem+i_min+is_latn,#item+rem+i_roh+is_latn,#item+rem+i_vec+is_latn,#item+rem+i_pms+is_latn,#item+rem+i_scn+is_latn,#item+rem+i_srd+is_latn,#item+rem+i_gla+is_latn,#item+rem+i_lim+is_latn,#item+rem+i_wln+is_latn,#item+rem+i_srp+is_latn,#item+rem+i_vls+is_latn,#item+rem+i_nap+is_latn,#item+rem+i_lij+is_latn,#item+rem+i_fur+is_latn,#item+rem+i_pcd+is_latn,#item+rem+i_wol+is_latn,#item+rem+i_kon+is_latn,#item+rem+i_frp+is_latn,#item+rem+i_wuu+is_zyyy,#item+rem+i_srp+is_cyrl,#item+rem+i_urd+is_arab,#item+rem+i_gan+is_zyyy,#item+rem+i_lit+is_latn,#item+rem+i_gan+is_hans,#item+rem+i_hbs+is_latn,#item+rem+i_lav+is_latn,#item+rem+i_bos+is_latn,#item+rem+i_srn+is_latn,#item+rem+i_azb+is_arab,#item+rem+i_jav+is_latn,#item+rem+i_ell+is_grek,#item+rem+i_sun+is_latn,#item+rem+i_fry+is_latn,#item+rem+i_ace+is_latn,#item+rem+i_jam+is_latn,#item+rem+i_che+is_cyrl,#item+rem+i_bel+is_cyrl,#item+rem+i_kab+is_latn,#item+rem+i_fao+is_latn,#item+rem+i_vmf+is_latn,#item+rem+i_bam+is_zyyy,#item+rem+i_frc+is_latn,#item+rem+i_prg+is_latn,#item+rem+i_lmo+is_latn,#item+rem+i_mar+is_deva,#item+rem+i_ady+is_cyrl,#item+rem+i_ary+is_arab,#item+rem+i_awa+is_deva,#item+rem+i_ban+is_latn,#item+rem+i_ast+is_latn,#item+rem+i_bcl+is_latn,#item+rem+i_bho+is_deva,#item+rem+i_bpy+is_beng,#item+rem+i_bxr+is_cyrl,#item+rem+i_cdo+is_zyyy,#item+rem+i_ckb+is_arab,#item+rem+i_diq+is_latn,#item+rem+i_dsb+is_latn,#item+rem+i_dty+is_deva,#item+rem+i_ext+is_latn,#item+rem+i_gcr+is_latn,#item+rem+i_gom+is_zyyy,#item+rem+i_frr+is_latn,#item+rem+i_hak+is_zyyy,#item+rem+i_hif+is_zyyy,#item+rem+i_hsb+is_latn,#item+rem+i_hyw+is_armn,#item+rem+i_ilo+is_latn,#item+rem+i_inh+is_cyrl,#item+rem+i_kaa+is_latn,#item+rem+i_kbd+is_cyrl,#item+rem+i_kbp+is_latn,#item+rem+i_mai+is_deva,#item+rem+i_mhr+is_cyrl,#item+rem+i_mwl+is_latn,#item+rem+i_mzn+is_arab,#item+rem+i_nah+is_latn,#item+rem+i_nan+is_latn,#item+rem+i_new+is_deva,#item+rem+i_pam+is_latn,#item+rem+i_pfl+is_latn,#item+rem+i_pnb+is_arab,#item+rem+i_rue+is_cyrl,#item+rem+i_rup+is_latn,#item+rem+i_sah+is_cyrl,#item+rem+i_sgs+is_latn,#item+rem+i_shi+is_zyyy,#item+rem+i_shn+is_mymr,#item+rem+i_smn+is_latn,#item+rem+i_stq+is_latn,#item+rem+i_szl+is_latn,#item+rem+i_tcy+is_zyyy,#item+rem+i_udm+is_cyrl,#item+rem+i_vep+is_latn,#item+rem+i_vro+is_latn,#item+rem+i_yue+is_zyyy,#item+rem+i_crh+is_latn,#item+rem+i_crh+is_cyrl,#item+rem+i_lad+is_zyyy,#item+rem+i_lez+is_cyrl,#item+rem+i_swa+is_latn,#item+rem+i_zha+is_zyyy,#item+rem+i_yor+is_latn,#item+rem+i_yid+is_hebr,#item+rem+i_xho+is_latn,#item+rem+i_uzb+is_latn,#item+rem+i_uig+is_zyyy,#item+rem+i_uig+is_arab,#item+rem+i_uig+is_latn,#item+rem+i_tat+is_zyyy,#item+rem+i_tat+is_cyrl,#item+rem+i_tat+is_latn,#item+rem+i_tso+is_latn,#item+rem+i_tgl+is_latn,#item+rem+i_tuk+is_latn,#item+rem+i_vol+is_latn,#item+rem+i_ina+is_latn,#item+rem+i_ile+is_latn,#item+rem+i_jbo+is_latn,#item+rem+i_nov+is_latn,#item+rem+i_zul+is_latn,#item+rem+i_mul+is_zxxx,#item+rem+i_und+is_zxxx,#item+rem+i_zxx+is_zxxx
1603:45:1:4:23,4_23,,,,Q588982,UNAIDS,Joint United Nations Programme on HIV/AIDS,"The Joint United Nations Programme on HIV/AIDS (UNAIDS) leads and inspires the world to achieve its shared vision of zero new HIV infections, zero discrimination and zero AIDS-related deaths. UNAIDS unites the efforts of 11 UN organizations—UNHCR, UNICEF, WFP, UNDP, UNFPA, UNODC, UN Women, ILO, UNESCO, WHO and the World Bank—and works closely with global and national partners towards ending the AIDS epidemic by 2030 as part of the Sustainable Development Goals.",,Q588982,برنامج الأمم المتحدة المشترك لفيروس نقص المناعة البشرية/الإيدز,,,Объединённая программа Организации Объединённых Наций по ВИЧ/СПИД,,,,,유엔 에이즈 합동 계획,,איידס,,,,,,,,,,联合国艾滋病规划署,UNAIDS,Joint United Nations Programme on HIV/AIDS,ONUSIDA,UNAIDS,UNAIDS,Programa Conjunto de las Naciones Unidas sobre el VIH/sida,Programma delle Nazioni Unite per l'AIDS/HIV,,Star for Life,,UNAIDS,UNAIDS,UNAIDS,,Chương trình phối hợp của Liên Hợp Quốc về HIV/AIDS,Programa Conjunt de les Nacions Unides sobre el VIH/sida,Об'єднана програма Організації Об'єднаних Націй з ВІЛ/СНІД,,,,UNAIDS,UNAIDS,UNAIDS,国際連合エイズ合同計画,,യുഎൻഎയ്ഡ്സ്,UNAIDS,برنامه مشترک ملل متحد در زمینه ایدز,,,,,UNAIDS,,,,Zajednički program Ujedinjenih naroda za HIV i AIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNAIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNAIDS,,Joint United Nations Programme on HIV/AIDS,,,,,,,,,,,,,,,,,,,,,
1603:45:1:4:24,4_24,,,,Q132551,UNHCR,United Nations High Commissioner for Refugees,The United Nations High Commissioner for Refugees – UNHCR protects refugees worldwide and facilitates their return home or resettlement.,,Q132551,المفوضية السامية للأمم المتحدة لشؤون اللاجئين,ՄԱԿ-ի փախստականների հարցերով գերագույն հանձնակատար,জাতিসংঘ শরণার্থীবিষয়ক হাইকমিশনার,Управление Верховного комиссара ООН по делам беженцев,शरणार्थियो हेतु संयुक्त राष्ट्र उच्चायुक्त का कार्यलय,,,,유엔 난민 기구,,"נציבות האו""ם לפליטים",Curator supremus Consociationis Nationum pro Exsulibus,,,,,அகதிகளுக்கான ஐக்கிய நாடுகளின் ஆணையம்,,ข้าหลวงใหญ่ผู้ลี้ภัยแห่งสหประชาชาติ,,联合国难民署,Alto Comissariado das Nações Unidas para os Refugiados,United Nations High Commissioner for Refugees,Haut Commissariat des Nations unies pour les réfugiés,Hoge Commissariaat voor Vluchtelingen,Hoher Flüchtlingskommissar der Vereinten Nationen,Alto Comisionado de las Naciones Unidas para los Refugiados,Alto Commissariato delle Nazioni Unite per i Rifugiati,Ardchoimisinéir na Náisiún Aontaithe um Dhídeanaithe,FN:s flyktingkommissariat,,UNHCR,Wysoki Komisarz Narodów Zjednoczonych do spraw Uchodźców,Yhdistyneiden kansakuntien pakolaisjärjestö,Înaltul Comisariat al Națiunilor Unite pentru Refugiați,Cao ủy Liên Hợp Quốc về người tị nạn,Alt Comissionat de les Nacions Unides per als Refugiats,Управління Верховного комісара ООН у справах біженців,Върховен комисариат на ООН за бежанците,Visoki komisariat Združenih narodov za begunce,,FNs høykommissær for flyktninger,Úřad Vysokého komisaře OSN pro uprchlíky,FN's Flygtningehøjkommissariat,国際連合難民高等弁務官事務所,SN sin høgkommissær for flyktningar,,Komisioner Tinggi PBB untuk Pengungsi,کمیساریای عالی سازمان ملل برای پناهندگان,Az ENSZ Menekültügyi Főbiztosa,ACNUR,,Alto Comisionado das Nacións Unidas para os Refuxiados,Úrad vysokého komisára OSN pre utečencov,Oficejo de Supera komisaro de UN por rifuĝintoj,Pesuruhjaya Tinggi Pertubuhan Bangsa-Bangsa Bersatu untuk Pelarian,ÜRO pagulaste ülemvoliniku amet,UNHCR,Birleşmiş Milletler Mülteciler Yüksek Komiserliği,,,,,,,,,,,聯合國難民署,,,,Flóttamannastofnun Sameinuðu þjóðanna,,,Alto Comisarià ONU par i Refuzai,,,,,,,Visoki komesarijat OUN za izbeglice,,,,,,,,,联合国难民署,Високи комесаријат ОУН за избеглице,اقوام متحدہ کے اعلیٰ کمشنر برائے مہاجرین,,,,Visoki komesarijat Ujedinjenih nacija za izbeglice,ANO Augstais komisārs bēgļu jautājumos,,,,Komisi Dhuwur tumrap Pengungsi Perserikatan Bangsa-Bangsa,Ύπατη Αρμοστεία του ΟΗΕ για τους Πρόσφυγες,,,,,,Упраўленне Вярхоўнага камісара Арганізацыі Аб'яднаных Нацый па справах бежанцаў,,,,Djamana dékourou sanfe bada bon ka fada dogona,,,,संयुक्त राष्ट्रे निर्वासित उच्चायुक्त,,,,,,,,,,,کۆمیساریای باڵای نەتەوە یەکگرتووەکان بۆ پەنابەران,,,,,,,,,,,ՄԱԿ-ի Փախստականներու Հարցերով Գերագոյն Յանձնակատարի Գրասենեակ,,,,,,,,,,,,,,,معاجراں لئی یونائیٹڈ نیشنز دفتر,,,,,,,,,,,,,,,,,,,UNHCR,,United Nations High Commissioner for Refugees,,,,بىرلەشكەن دۆلەتلەر تەشكىلاتى مۇساپىرلار مەھكىمىسى,,,Качаклар буенча Берләшкән Милләтләр Оешмасы баш комиссары идаралыгы,,,,,,,Alte Commissariato del Nationes Unite pro le Refugiatos,,,,,,,
1603:45:1:4:25,4_25,,,,Q3152150,UNIDIR,United Nations Institute for Disarmament Research,"The United Nations Institute for Disarmament Research is a voluntarily funded autonomous institute within the United Nations. An impartial actor, the Institute generates ideas and promotes action on disarmament and security. UNIDIR brings together states, international organizations, civil society, the private sector and academia to work together—internationally, regionally and locally—to build and implement creative solutions that will benefit all states and peoples.",,Q3152150,معهد الأمم المتحدة لبحوث نزع السلاح,,,Институт Организации Объединенных Наций по исследованию проблем разоружения,,,,,,,,,,,,,,,สถาบันวิจัยเพื่อการลดอาวุธแห่งสหประชาชาติ,,聯合國裁軍研究所,,United Nations Institute for Disarmament Research,Institut des Nations unies pour la recherche sur le désarmement,United Nations Institute for Disarmament Research,UN-Institut für Abrüstungsforschung,,Istituto di ricerca delle Nazioni Unite sul disarmo,,,,,,,,,,Інститут ООН з дослідження проблем роззброєння,,,,UNIDIR,,,国連軍縮研究所,,,,نهاد سازمان ملل متحد برای پژوهش خلع سلاح,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDIR,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:4:26,4_26,,,,Q131878,UNITAR,United Nations Institute for Training and Research,"An autonomous UN body established in 1963, the United Nations Institute for Training and Research is a training arm of the United Nations System, and has the mandate to enhance the effectiveness of the UN through diplomatic training, and to increase the impact of national actions through public awareness-raising, education and training of public policy officials. ",,Q131878,معهد الأمم المتحدة للتدريب والبحث,,,Учебный и научно-исследовательский институт ООН,,,,,,,מכון האומות המאוחדות להדרכה ולמחקר,,,,,,,,,,聯合國訓練與研究機構,Instituto das Nações Unidas para Formação e Pesquisa,United Nations Institute for Training and Research,Institut des Nations unies pour la formation et la recherche,United Nations Institute for Training and Research,Ausbildungs- und Forschungsinstitut der Vereinten Nationen,Instituto de las Naciones Unidas para la Formación y la Investigación,Istituto delle Nazioni Unite per la formazione e la ricerca,,,,,Instytut ONZ do spraw Badań i Szkoleń,,,,Institut de les Nacions Unides per a la Formació i la Recerca,,,,,,,,国際連合訓練調査研究所,,,UNITAR,,,,,,,,,,,,,,,,,,,,,,聯合國訓練與研究機構,,,,,,,,,,,,,,,,,,,,,,,,Институт за обуку и истраживање Организације уједињених нација,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,پەیمانگای ڕاھێنان و توێژینەوەی نەتەوە یەکگرتووەکان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:4:27,4_27,,,,Q2531088,UNOPS,United Nations Office for Project Services,"The mission of the United Nations Office for Project Services is to help people build better lives and help countries achieve peace and sustainable development. UNOPS helps the UN, governments and other partners to manage projects, and deliver sustainable infrastructure and procurement in an efficient way.",,Q2531088,مكتب الأمم المتحدة لخدمة المشروعات,,,Управление ООН по обслуживанию проектов,,,,,유엔 프로젝트 서비스 사무국,,המשרד לסיוע פרויקטאלי,,,,,,ஐக்கிய நாடுகளின் திட்ட அமுலாக்க அலுவலகம்,,,,聯合國專案事務廳,Escritório das Nações Unidas de Serviços para Projetos,United Nations Office for Project Services,bureau des Nations unies pour les services d'appui aux projets,Kantoor voor Projectdiensten van de Verenigde Naties,Büro für Projektdienste der Vereinten Nationen,Oficina de las Naciones Unidas de Servicios para Proyectos,Ufficio delle Nazioni Unite per i Servizi ed i Progetti,,,,,,,,,,,,,,,,,国際連合プロジェクトサービス機関,,,,,,,,,,,,,,,,,,,,,,,,,聯合國專案事務廳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:4:28,4_28,,,,Q846656,UNRWA,United Nations Relief and Works Agency for Palestine Refugees in the Near East,"The United Nations Relief and Works Agency for Palestine Refugees in the Near East has contributed to the welfare and human development of four generations of Palestine refugees. It’s services encompass education, health care, relief and social services, camp infrastructure and improvement, microfinance and emergency assistance, including in times of armed conflict.  It reports only to the UN General Assembly.",,Q846656,وكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين في الشرق الأدنى,ՄԱԿ-ի Մերձավոր Արևելքում Պաղեստինի փախստականների օգնության և աշխատանքների գործակալություն,,Ближневосточное агентство ООН для помощи палестинским беженцам и организации работ,यूएनआरडब्लूए,,,,유엔 팔레스타인 난민 구호 사업 기구,,"אונר""א",Procuratio Auxilii Operumque pro Profugis Palaestinis in Oriente Propinquo Consociationis Nationum,,,,,,,,,聯合國救濟暨工程處,Agência das Nações Unidas de Assistência aos Refugiados da Palestina no Próximo Oriente,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Office de secours et de travaux des Nations unies pour les réfugiés de Palestine dans le Proche-Orient,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Hilfswerk der Vereinten Nationen für Palästina-Flüchtlinge im Nahen Osten,Agencia de Naciones Unidas para los Refugiados de Palestina en Oriente Próximo,UNRWA,,FN:s hjälporganisation för Palestinaflyktingar,,,UNRWA,UNRWA,UNRWA,,Agència de les Nacions Unides per als Refugiats de Palestina al Pròxim Orient,,Агенция за подпомагане на палестинските бежанци,,,FNs hjelpeorganisasjon for palestinske flyktninger i Midtøsten,Úřad OSN pro palestinské uprchlíky na Blízkém východě,FNs hjælpeorganisation for palæstinensiske flygtninge i Mellemøsten,国際連合パレスチナ難民救済事業機関,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,آژانس امداد و اقدام سازمان ملل متحد برای آوارگان فلسطینی در خاور نزدیک,,Ekialde Hurbileko Palestinar Iheslariei Laguntzeko Nazio Batuen Agentzia,UNRWA,,,Agentejo de la Unuiĝintaj Nacioj por la Palestinaj Rifuĝintoj,UNRWA,,,Birleşmiş Milletler Yakındoğu Filistin Mültecilerine Yardım Ajansı,,,,,,,,,,,聯合國駐東巴勒斯坦難民救濟處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNRWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNRWA,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:4:29,4_29,,,,Q16959083,UNSSC,United Nations System Staff College,The United Nations System Staff College is the learning organization of the United Nations system. It designs and delivers learning programmes for staff of the UN system and its partners. It helps the United Nations become more effective by fostering a common leadership and management culture across the system.,,Q16959083,كلية موظفي منظومة الأمم المتحدة,,,,,,,,,,,,,,,,,,,,聯合國職員學院,Colégio de Pessoal do Sistema das Nações Unidas,United Nations System Staff College,,,,Escuela Superior del Personal del Sistema de las Naciones Unidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:4:30,4_30,,,,Q492442,UNU,United Nations University,"The United Nations University was established by the UN General Assembly with the mandate to conduct “research into the pressing global problems of human survival, development and welfare.” Today, the University comprises 14 research and training institutes in 12 countries. As the think tank of the UN system, UNU provides policymakers with high-quality, evidence-based research and pragmatic advice.",,Q492442,جامعة الأمم المتحدة,ՄԱԿ-ի համալսարան,জাতিসংঘ বিশ্ববিদ্যালয়,Университет ООН,संयुक्त राष्ट्र विश्वविद्यालय,,,ಸಂಯುಕ್ತ ರಾಷ್ಟ್ರೀಯ ವಿಶ್ವವಿದ್ಯಾಲಯ,국제 연합 대학교,,אוניברסיטת האומות המאוחדות,,,,,,,,มหาวิทยาลัยสหประชาชาติ,उनितेद् नतिओन्स् विश्वविद्यालय,联合国大学,Universidade das Nações Unidas,United Nations University,université des Nations unies,Universiteit van de Verenigde Naties,Universität der Vereinten Nationen,Universidad de Naciones Unidas,Università delle Nazioni Unite,,FN-universitetet,,,Uniwersytet Narodów Zjednoczonych,,,Đại học Liên Hiệp Quốc,United Nations University,,,,,United Nations University,Univerzita OSN,,国際連合大学,,,Universitas Perserikatan Bangsa Bangsa,دانشگاه سازمان ملل,ENSZ Egyetem,,,,,Universitato de la Unuiĝintaj Nacioj,Universiti Pertubuhan Bangsa-Bangsa Bersatu,,Sveučilište Ujedinjenih naroda,Birleşmiş Milletler Üniversitesi,,,,,,,,,,,聯合國大學,,,,Háskóli Sameinuðu þjóðanna,,,Università de łe Nasion Unie,,,,,,,,,,,,,,,,联合国大学,,,,,,Univerzitet Ujedinjenih nacija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,زانستگەی نەتەوە یەکگرتووەکان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Nations University,,,,,,,Берләшкән Милләтләр университеты,,,,,,,,,,,,,,
1603:45:1:4:31,4_31,,,,Q641576,UN WOMEN,UN Women,"UN Women merges and builds on the important work of four previously distinct parts of the UN system, which focus exclusively on gender equality and women’s empowerment.",,Q641576,هيئة الأمم المتحدة للمرأة,ՄԱԿ-ի Գենդերային հավասարության և կանանց հզորացման կառույց,ইউএন ওমেন,ООН-Женщины,संयुक्त राष्ट्र महिला,,,,유엔 여성기구,,"ארגון האו""ם לשיויון והעצמת נשים",CN Mulieres,,,,,ஐ. நா. பெண்,,องค์การเพื่อสตรีแห่งสหประชาชาติ,,联合国妇女权能署,ONU Mulheres,UN Women,ONU Femmes,UN Women,UN Women,ONU Mujeres,Entità delle Nazioni Unite per l'uguaglianza di genere e l'empowerment delle donne,,UN-Women,,,ONZ Kobiety,UN Women,UN Women,Phụ nữ Liên Hiệp Quốc,ONU Dones,ООН-Жінки,,,,UN Women,,UN Women,UNウィメン,,യു.എൻ വിമൻ,UN Women,زنان سازمان ملل,,,'UN Women',ONU Mulleres,,,,,UN Women,BM Kadın Birimi,,,,,,,,,,,聯合國婦女權能署,,,,UN Women,,,,,,,,,,,,,,,,,,,,,,,,,UN Women,,UN Women,,,,,,,,,,,,,,,,,,,,,,,ONX Muyeres,,,,,,ژنانی نەتەوە یەکگرتووەکان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,БМО-Хатын кызлар,,,,,,,,,,,,,,
1603:45:1:5,5,,,/Base namespace: Related Organizations direct related to UN/@eng-Latn,,,,"Lexicographers note: is not fully clear difference betwen 'Other Entities and Bodies ' and 'Related Organizations' on https://www.un.org/en/about-us/un-system on 2021-01-18. However the local identifier is intentionally unique across namespaces 1,2,3,4,5 to allow any future reestructure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:5:32,5_32,,,,Q356694,CTBTO,Preparatory Commission for the Comprehensive Nuclear-Test-Ban Treaty Organization,The Preparatory Commission for the Comprehensive Nuclear-Test-Ban Treaty Organization promotes the Comprehensive Nuclear-Test-Ban Treaty (which is not yet in force) and the build-up of the verification regime so that it is operational when the Treaty enters into force.,,Q356694,منظمة معاهدة الحظر الشامل للتجارب النووية,,,Организация Договора о всеобъемлющем запрещении ядерных испытаний,,,,,,,ארגון האמנה לאיסור ניסויים גרעיניים,,,,,,,,,,全面禁止核子試爆條約組織,,Comprehensive Nuclear-Test-Ban Treaty Organization,Organisation du traité d'interdiction complète des essais nucléaires,,Organisation des Vertrags über das umfassende Verbot von Nuklearversuchen,Organización del Tratado de Prohibición Completa de los Ensayos Nucleares,,,,,,,,,Tổ chức Hiệp ước Cấm thử Hạt nhân Toàn diện,Organització del Tractat de Prohibició Completa dels Assajos Nuclears,,,,,Organisasjonen for prøvestansavtalen,,,包括的核実験禁止条約機構,,,Comprehensive Nuclear-Test-Ban Treaty Organization,,,,,,,,Pertubuhan Perjanjian Larangan Ujian Nuklear Menyeluruh,,,,,,,,,,,,,,,,,,,,,Organizasion del Tratà de Proibision Totałe dei Test Nucleari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
