qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,jpn-Jpan-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,jpn-Jpan-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,jpn-Jpan-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:392:2:1115,1115,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1115,Tomari-mura,泊村,JP01115,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1116,1116,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1116,Toyako-cho,洞爺湖町,JP01116,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1117,1117,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1117,Tsubetsu-cho,津別町,JP01117,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1118,1118,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1118,Hamanaka-cho,浜中町,JP01118,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1119,1119,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1119,Hamatonbetsu-cho,浜頓別町,JP01119,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1120,1120,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1120,Urahoro-cho,浦幌町,JP01120,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1121,1121,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1121,Urakawa-cho,浦河町,JP01121,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1122,1122,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1122,Urausu-cho,浦臼町,JP01122,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1123,1123,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1123,Fukagawa City,深川市,JP01123,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1124,1124,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1124,Shimizu-cho,清水町,JP01124,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1125,1125,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1125,Kiyota-ku,清田区,JP01125,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1126,1126,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1126,Kiyosato-cho,清里町,JP01126,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1127,1127,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1127,Yubetsu-cho,湧別町,JP01127,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1128,1128,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1128,Takinoue-cho,滝上町,JP01128,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1129,1129,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1129,Takikawa City,滝川市,JP01129,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1130,1130,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1130,Sarufutsu-mura,猿払村,JP01130,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1131,1131,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1131,Yuni-cho,由仁町,JP01131,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1132,1132,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1132,Rusutsu-mura,留寿都村,JP01132,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1133,1133,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1133,Rumoi City,留萌市,JP01133,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1134,1134,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1134,Noboribetsu City,登別市,JP01134,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1135,1135,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1135,Shiroishi-ku,白石区,JP01135,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1136,1136,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1136,Shiranuka-cho,白糠町,JP01136,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1137,1137,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1137,Shiraoi-cho,白老町,JP01137,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1138,1138,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1138,Makkari-mura,真狩村,JP01138,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1139,1139,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1139,Shiriuchi-cho,知内町,JP01139,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1140,1140,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1140,Ishikari City,石狩市,JP01140,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1141,1141,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1141,Sunagawa City,砂川市,JP01141,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1142,1142,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1142,Rebun-cho,礼文町,JP01142,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1143,1143,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1143,Kamoenai-mura,神恵内村,JP01143,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1144,1144,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1144,Fukushima-cho,福島町,JP01144,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1145,1145,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1145,Chippubetsu-cho,秩父別町,JP01145,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1146,1146,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1146,Wakkanai City,稚内市,JP01146,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1147,1147,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1147,Shakotan-cho,積丹町,JP01147,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1148,1148,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1148,Monbetsu City,紋別市,JP01148,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1149,1149,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1149,Abashiri City,網走市,JP01149,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1150,1150,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1150,Oketo-cho,置戸町,JP01150,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1151,1151,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1151,Rausu-cho,羅臼町,JP01151,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1152,1152,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1152,Bibai City,美唄市,JP01152,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1153,1153,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1153,Bihoro-cho,美幌町,JP01153,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1154,1154,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1154,Bifuka-cho,美深町,JP01154,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1155,1155,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1155,Biei-cho,美瑛町,JP01155,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1156,1156,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1156,Haboro-cho,羽幌町,JP01156,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1157,1157,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1157,Okoppe-cho,興部町,JP01157,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1158,1158,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1158,Ashibetsu City,芦別市,JP01158,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1159,1159,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1159,Memuro-cho,芽室町,JP01159,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1160,1160,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1160,Tomamae-cho,苫前町,JP01160,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1161,1161,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1161,Tomakomai City,苫小牧市,JP01161,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1162,1162,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1162,Rankoshi-cho,蘭越町,JP01162,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1163,1163,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1163,Nishi-ku,西区,JP01163,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1164,1164,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1164,Nishiokoppe-mura,西興部村,JP01164,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1165,1165,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1165,Kunneppu-cho,訓子府町,JP01165,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1166,1166,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1166,Toyotomi-cho,豊富町,JP01166,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1167,1167,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1167,Toyohira-ku,豊平区,JP01167,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1168,1168,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1168,Toyoura-cho,豊浦町,JP01168,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1169,1169,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1169,Toyokoro-cho,豊頃町,JP01169,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1170,1170,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1170,Akaigawa-mura,赤井川村,JP01170,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1171,1171,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1171,Akabira City,赤平市,JP01171,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1172,1172,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1172,Ashoro-cho,足寄町,JP01172,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1173,1173,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1173,Enbetsu-cho,遠別町,JP01173,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1174,1174,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1174,Engaru-machi,遠軽町,JP01174,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1175,1175,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1175,Kushiro City,釧路市,JP01175,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1176,1176,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1176,Kushiro-cho,釧路町,JP01176,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1177,1177,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1177,Oshamambe-cho,長万部町,JP01177,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1178,1178,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1178,Naganuma-cho,長沼町,JP01178,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1179,1179,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1179,Rikubetsu-cho,陸別町,JP01179,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1180,1180,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1180,Oumu-cho,雄武町,JP01180,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1181,1181,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1181,Uryu-cho,雨竜町,JP01181,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1182,1182,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1182,Otoineppu-mura,音威子府,JP01182,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1183,1183,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1183,Otofuke-cho,音更町,JP01183,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1184,1184,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1184,Tsurui-mura,鶴居村,JP01184,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1185,1185,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1185,Takasu-cho,鷹栖町,JP01185,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1186,1186,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1186,Shikaoi-cho,鹿追町,JP01186,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1187,1187,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1187,Shikabe-cho,鹿部町,JP01187,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:1188,1188,1603:45:16:392:0,1603:45:16:392:1:1,1603:45:16:392:2:1188,Kuromatsunai-cho,黒松内町,JP01188,Hokkaido,北海道,JP01,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2001,2001,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2001,Oirase-cho,おいらせ,JP02001,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2002,2002,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2002,Tsugaru City,つがる市,JP02002,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2003,2003,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2003,Mutsu City,むつ市,JP02003,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2004,2004,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2004,Shichinohe-machi,七戸町,JP02004,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2005,2005,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2005,Sannohe-machi,三戸町,JP02005,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2006,2006,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2006,Misawa City,三沢市,JP02006,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2007,2007,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2007,Nakadomari-machi,中泊町,JP02007,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2008,2008,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2008,Gonohe-machi,五戸町,JP02008,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2009,2009,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2009,Goshogawara City,五所川原,JP02009,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2010,2010,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2010,Imabetsu-machi,今別町,JP02010,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2011,2011,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2011,Sai-mura,佐井村,JP02011,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2012,2012,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2012,Hachinohe City,八戸市,JP02012,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2013,2013,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2013,Rokkasho-mura,六ヶ所村,JP02013,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2014,2014,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2014,Rokunohe-machi,六戸町,JP02014,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2015,2015,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2015,Towada City,十和田市,JP02015,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2016,2016,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2016,Nanbu-cho,南部町,JP02016,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2017,2017,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2017,Sotogahama-machi,外ヶ浜町,JP02017,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2018,2018,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2018,Oma-machi,大間町,JP02018,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2019,2019,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2019,Owani-machi,大鰐町,JP02019,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2020,2020,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2020,Hiranai-machi,平内町,JP02020,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2021,2021,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2021,Hirakawa City,平川市,JP02021,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2022,2022,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2022,Hirosaki City,弘前市,JP02022,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2023,2023,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2023,Shingo-mura,新郷村,JP02023,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2024,2024,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2024,Tohoku-machi,東北町,JP02024,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2025,2025,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2025,Higashidori-mura,東通村,JP02025,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2026,2026,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2026,Itayanagi-machi,板柳町,JP02026,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2027,2027,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2027,Yokohama-machi,横浜町,JP02027,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2028,2028,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2028,Fukaura-machi,深浦町,JP02028,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2029,2029,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2029,Takko-machi,田子町,JP02029,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2030,2030,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2030,Inakadate-mura,田舎館村,JP02030,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2031,2031,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2031,Yomogita-mura,蓬田村,JP02031,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2032,2032,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2032,Fujisaki-machi,藤崎町,JP02032,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2033,2033,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2033,Nishimeya-mura,西目屋村,JP02033,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2034,2034,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2034,Noheji-machi,野辺地町,JP02034,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2035,2035,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2035,Hashikami-cho,階上町,JP02035,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2036,2036,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2036,Aomori City,青森市,JP02036,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2037,2037,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2037,Kazamaura-mura,風間浦村,JP02037,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2038,2038,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2038,Ajigasawa-machi,鰺ヶ沢町,JP02038,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2039,2039,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2039,Tsuruta-machi,鶴田町,JP02039,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:2040,2040,1603:45:16:392:0,1603:45:16:392:1:2,1603:45:16:392:2:2040,Kuroishi City,黒石市,JP02040,Aomori,青森県,JP02,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:3001,3001,1603:45:16:392:0,1603:45:16:392:1:3,1603:45:16:392:2:3001,Ichinohe-machi,一戸町,JP03001,Iwate,岩手県,JP03,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:3002,3002,1603:45:16:392:0,1603:45:16:392:1:3,1603:45:16:392:2:3002,Ichinoseki City,一関市,JP03002,Iwate,岩手県,JP03,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:3003,3003,1603:45:16:392:0,1603:45:16:392:1:3,1603:45:16:392:2:3003,Kuji City,久慈市,JP03003,Iwate,岩手県,JP03,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:3004,3004,1603:45:16:392:0,1603:45:16:392:1:3,1603:45:16:392:2:3004,Kunohe-mura,九戸村,JP03004,Iwate,岩手県,JP03,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:3005,3005,1603:45:16:392:0,1603:45:16:392:1:3,1603:45:16:392:2:3005,Ninohe City,二戸市,JP03005,Iwate,岩手県,JP03,Japan,日本,JP,2019-12-17,2019-12-19,
