#adm2+name+i_eng+is_latn,#adm2+name+i_ara+is_arab,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_ara+is_arab,#adm2+name+alt2+i_ara+is_arab,#adm1+name+i_eng+is_latn,#adm1+name+i_ara+is_arab,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Sidi Damed,,DZ027053,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Errabia,,DZ027054,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Naamane,,DZ027055,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Zahar,,DZ027056,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Ziane,,DZ027057,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Souagui,,DZ027058,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tablat,,DZ027059,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tafraout,,DZ027060,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tamesguida,,DZ027061,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tizi Mahdi,,DZ027062,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tlatet Ed Douair,,DZ027063,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zoubiria,,DZ027064,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ahmed Rachdi,,DZ028001,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Beida Harriche,,DZ028002,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Mellouk,,DZ028003,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Tine,,DZ028004,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Amira Arres,,DZ028005,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Benyahia Abderrahmane,,DZ028006,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouhatem,,DZ028007,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chelghoum Laid,,DZ028008,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Cheraga,,DZ028009,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Derradji Bousselah,,DZ028010,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Ayadi Barbes,,DZ028011,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El M'Chira,,DZ028012,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ferdjioua,,DZ028013,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Grarem Gouga,,DZ028014,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hamala,,DZ028015,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mila,,DZ028016,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Minar Zarza,,DZ028017,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Athmania,,DZ028018,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Endja,,DZ028019,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Seguen,,DZ028020,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Khellouf,,DZ028021,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Rouached,,DZ028022,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Khelifa,,DZ028023,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Merouane,,DZ028024,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tadjenanet,,DZ028025,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tassadane Haddada,,DZ028026,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tassala Lemtai,,DZ028027,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Telaghma,,DZ028028,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Terrai Bainem,,DZ028029,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tiberguent,,DZ028030,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Yahia Beni Guecha,,DZ028031,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zeghaia,,DZ028032,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Abdelmalek Ramdane,,DZ029001,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Achaacha,,DZ029002,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Boudinar,,DZ029003,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Nouissi,,DZ029004,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Sidi Cherif,,DZ029005,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Tedles,,DZ029006,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouguirat,,DZ029007,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hessiane,,DZ029008,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Fornaka,,DZ029009,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hadjadj,,DZ029010,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Maameche,,DZ029011,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Khadra,,DZ029012,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kheir Eddine,,DZ029013,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mansourah,,DZ029014,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mesra,,DZ029015,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mezaghrane,,DZ029016,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mostaganem,,DZ029017,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Nekmaria,,DZ029018,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued El Kheir,,DZ029019,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Boughalem,,DZ029020,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Maalah,,DZ029021,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Safsaf,,DZ029022,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sayada,,DZ029023,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Ali,,DZ029024,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Belattar,,DZ029025,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Lakhdar,,DZ029026,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sirat,,DZ029027,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Souaflia,,DZ029028,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sour,,DZ029029,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Stidia,,DZ029030,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tazgait,,DZ029031,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Touahria,,DZ029032,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain El Hadjel,,DZ030001,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain El Melh,,DZ030002,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Errich,,DZ030003,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Fares,,DZ030004,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Khadra,,DZ030005,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Belaiba,,DZ030006,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ben Srour,,DZ030007,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Ilmene,,DZ030008,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Benzouh,,DZ030009,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Berhoum,,DZ030010,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bir Fodda,,DZ030011,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bousaada,,DZ030012,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouti Sayeh,,DZ030013,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chellal,,DZ030014,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dehahna,,DZ030015,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djebel Messaad,,DZ030016,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hamel,,DZ030017,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Houamed,,DZ030018,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hammam Dhalaa,,DZ030019,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Khettouti Sed El Djir,,DZ030020,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Khoubana,,DZ030021,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Maadid,,DZ030022,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Maarif,,DZ030023,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Magra,,DZ030024,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M'Cif,,DZ030025,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Medjedel,,DZ030026,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Menaa,,DZ030027,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mohamed Boudiaf,,DZ030028,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M'Sila,,DZ030029,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M'Tarfa,,DZ030030,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouenougha,,DZ030031,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Addi Guebala,,DZ030032,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Derradj,,DZ030033,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Madhi,,DZ030034,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Mansour,,DZ030035,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Sidi Brahim,,DZ030036,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Slimane,,DZ030037,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oultene,,DZ030038,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Aissa,,DZ030039,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Ameur,,DZ030040,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Hadjeres,,DZ030041,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi M'Hamed,,DZ030042,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Slim,,DZ030043,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Soumaa,,DZ030044,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tamsa,,DZ030045,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tarmount,,DZ030046,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zerzour,,DZ030047,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Ben Khelil,,DZ031001,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Sefra,,DZ031002,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Asla,,DZ031003,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djenien Bourezg,,DZ031004,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Biod,,DZ031005,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kasdir,,DZ031006,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mechria,,DZ031007,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mekmen Ben Amar,,DZ031008,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Moghrar,,DZ031009,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Naama,,DZ031010,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sfissifa,,DZ031011,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tiout,,DZ031012,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain  Biya,,DZ032001,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Kerma,,DZ032002,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Turk,,DZ032003,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Arzew,,DZ032004,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ben Freha,,DZ032005,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bethioua,,DZ032006,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bir El Djir,,DZ032007,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boufatis,,DZ032008,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bousfer,,DZ032009,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boutlelis,,DZ032010,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Ancor,,DZ032011,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Braya,,DZ032012,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Karma,,DZ032013,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Es Senia,,DZ032014,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Gdyel,,DZ032015,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Ben Okba,,DZ032016,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Bounif,,DZ032017,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Mefsoukh,,DZ032018,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Marsat El Hadjadj,,DZ032019,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mers El Kebir,,DZ032020,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Misserghin,,DZ032021,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oran,,DZ032022,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Tlelat,,DZ032023,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Ben Yabka,,DZ032024,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Chami,,DZ032025,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tafraoui,,DZ032026,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Beida,,DZ033001,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Balidat Ameur,,DZ033002,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Benaceur,,DZ033003,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Allia,,DZ033004,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Borma,,DZ033005,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hadjira,,DZ033006,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Ben Abdellah,,DZ033007,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Messaoud,,DZ033008,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Megarine,,DZ033009,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M'Naguer,,DZ033010,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Nezla,,DZ033011,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
N'Goussa,,DZ033012,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouargla,,DZ033013,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Rouissat,,DZ033014,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Khouiled,,DZ033015,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Slimane,,DZ033016,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taibet,,DZ033017,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tamacine,,DZ033018,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tebesbest,,DZ033019,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Touggourt,,DZ033020,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zaouia El Abidia,,DZ033021,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Babouche,,DZ034001,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Beida,,DZ034002,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Diss,,DZ034003,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Fakroun,,DZ034004,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Kercha,,DZ034005,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain M'Lila,,DZ034006,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Zitoun,,DZ034007,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Behir Chergui,,DZ034008,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Berriche,,DZ034009,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bir Chouhada,,DZ034010,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dhalaa,,DZ034011,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Amiria,,DZ034012,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Belala,,DZ034013,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Djezia,,DZ034014,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Fedjoudj Boughrara Sao,,DZ034015,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Harmilia,,DZ034016,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Zorg,,DZ034017,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Fkirina,,DZ034018,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hanchir Toumghani,,DZ034019,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ksar Sbahi,,DZ034020,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Meskiana,,DZ034021,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Nini,,DZ034022,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Gacem,,DZ034023,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Hamla,,DZ034024,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Zouai,,DZ034025,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oum El Bouaghi,,DZ034026,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Rehia,,DZ034027,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sigus,,DZ034028,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
